t,popsize,poptype,poplocation
25.2779,6.16806,N1,Wall
25.2779,29.4069,N0,Lumen
25.2779,3.91574,N1,Lumen
25.3572,29.7799,N0,Wall
25.3572,6.20259,N1,Wall
25.3572,29.72,N0,Lumen
25.3572,3.93256,N1,Lumen
25.4363,30.096,N0,Wall
25.4363,6.23718,N1,Wall
25.4363,30.0353,N0,Lumen
25.4363,3.94938,N1,Lumen
25.5151,30.4143,N0,Wall
25.5151,6.27184,N1,Wall
25.5151,30.3528,N0,Lumen
25.5151,3.96622,N1,Lumen
25.5936,30.7349,N0,Wall
25.5936,6.30656,N1,Wall
25.5936,30.6726,N0,Lumen
25.5936,3.98308,N1,Lumen
25.6718,31.0577,N0,Wall
25.6718,6.34135,N1,Wall
25.6718,30.9946,N0,Lumen
25.6718,3.99994,N1,Lumen
25.7498,31.3828,N0,Wall
25.7498,6.37621,N1,Wall
25.7498,31.3188,N0,Lumen
25.7498,4.01682,N1,Lumen
25.8275,31.7101,N0,Wall
25.8275,6.41113,N1,Wall
25.8275,31.6453,N0,Lumen
25.8275,4.03371,N1,Lumen
25.905,32.0397,N0,Wall
25.905,6.44612,N1,Wall
25.905,31.974,N0,Lumen
25.905,4.05061,N1,Lumen
25.9821,32.3716,N0,Wall
25.9821,6.48118,N1,Wall
25.9821,32.305,N0,Lumen
25.9821,4.06752,N1,Lumen
26.059,32.7057,N0,Wall
26.059,6.5163,N1,Wall
26.059,32.6383,N0,Lumen
26.059,4.08445,N1,Lumen
26.1357,33.0421,N0,Wall
26.1357,6.55148,N1,Wall
26.1357,32.9738,N0,Lumen
26.1357,4.10139,N1,Lumen
26.212,33.3809,N0,Wall
26.212,6.58674,N1,Wall
26.212,33.3116,N0,Lumen
26.212,4.11834,N1,Lumen
26.2882,33.7219,N0,Wall
26.2882,6.62205,N1,Wall
26.2882,33.6518,N0,Lumen
26.2882,4.1353,N1,Lumen
26.364,34.0652,N0,Wall
26.364,6.65743,N1,Wall
26.364,33.9942,N0,Lumen
26.364,4.15228,N1,Lumen
26.4396,34.4109,N0,Wall
26.4396,6.69288,N1,Wall
26.4396,34.339,N0,Lumen
26.4396,4.16927,N1,Lumen
26.515,34.7589,N0,Wall
26.515,6.72839,N1,Wall
26.515,34.686,N0,Lumen
26.515,4.18627,N1,Lumen
26.5901,35.1092,N0,Wall
26.5901,6.76397,N1,Wall
26.5901,35.0354,N0,Lumen
26.5901,4.20328,N1,Lumen
26.665,35.4619,N0,Wall
26.665,6.79961,N1,Wall
26.665,35.3872,N0,Lumen
26.665,4.22031,N1,Lumen
26.7396,35.8169,N0,Wall
26.7396,6.83532,N1,Wall
26.7396,35.7413,N0,Lumen
26.7396,4.23734,N1,Lumen
26.8139,36.1743,N0,Wall
26.8139,6.87109,N1,Wall
26.8139,36.0977,N0,Lumen
26.8139,4.25439,N1,Lumen
26.888,36.534,N0,Wall
26.888,6.90692,N1,Wall
26.888,36.4565,N0,Lumen
26.888,4.27145,N1,Lumen
26.9619,36.8961,N0,Wall
26.9619,6.94282,N1,Wall
26.9619,36.8176,N0,Lumen
26.9619,4.28852,N1,Lumen
27.0355,37.2606,N0,Wall
27.0355,6.97878,N1,Wall
27.0355,37.1812,N0,Lumen
27.0355,4.30561,N1,Lumen
27.1089,37.6275,N0,Wall
27.1089,7.01481,N1,Wall
27.1089,37.5471,N0,Lumen
27.1089,4.3227,N1,Lumen
27.1821,37.9968,N0,Wall
27.1821,7.0509,N1,Wall
27.1821,37.9154,N0,Lumen
27.1821,4.33981,N1,Lumen
27.255,38.3685,N0,Wall
27.255,7.08706,N1,Wall
27.255,38.2861,N0,Lumen
27.255,4.35693,N1,Lumen
27.3276,38.7426,N0,Wall
27.3276,7.12328,N1,Wall
27.3276,38.6592,N0,Lumen
27.3276,4.37406,N1,Lumen
27.4001,39.1192,N0,Wall
27.4001,7.15956,N1,Wall
27.4001,39.0347,N0,Lumen
27.4001,4.39121,N1,Lumen
27.4723,39.4981,N0,Wall
27.4723,7.19591,N1,Wall
27.4723,39.4126,N0,Lumen
27.4723,4.40836,N1,Lumen
27.5443,39.8795,N0,Wall
27.5443,7.23232,N1,Wall
27.5443,39.793,N0,Lumen
27.5443,4.42553,N1,Lumen
27.616,40.2633,N0,Wall
27.616,7.26879,N1,Wall
27.616,40.1758,N0,Lumen
27.616,4.44271,N1,Lumen
27.6875,40.6496,N0,Wall
27.6875,7.30533,N1,Wall
27.6875,40.561,N0,Lumen
27.6875,4.4599,N1,Lumen
27.7588,41.0384,N0,Wall
27.7588,7.34192,N1,Wall
27.7588,40.9487,N0,Lumen
27.7588,4.4771,N1,Lumen
27.8299,41.4296,N0,Wall
27.8299,7.37859,N1,Wall
27.8299,41.3389,N0,Lumen
27.8299,4.49431,N1,Lumen
27.9007,41.8233,N0,Wall
27.9007,7.41531,N1,Wall
27.9007,41.7315,N0,Lumen
27.9007,4.51154,N1,Lumen
27.9713,42.2195,N0,Wall
27.9713,7.4521,N1,Wall
27.9713,42.1266,N0,Lumen
27.9713,4.52877,N1,Lumen
28.0417,42.6181,N0,Wall
28.0417,7.48895,N1,Wall
28.0417,42.5242,N0,Lumen
28.0417,4.54602,N1,Lumen
28.1119,43.0193,N0,Wall
28.1119,7.52587,N1,Wall
28.1119,42.9243,N0,Lumen
28.1119,4.56328,N1,Lumen
28.1818,43.423,N0,Wall
28.1818,7.56284,N1,Wall
28.1818,43.3268,N0,Lumen
28.1818,4.58055,N1,Lumen
28.2516,43.8292,N0,Wall
28.2516,7.59988,N1,Wall
28.2516,43.7319,N0,Lumen
28.2516,4.59784,N1,Lumen
28.3211,44.2379,N0,Wall
28.3211,7.63698,N1,Wall
28.3211,44.1395,N0,Lumen
28.3211,4.61513,N1,Lumen
28.3904,44.6491,N0,Wall
28.3904,7.67414,N1,Wall
28.3904,44.5496,N0,Lumen
28.3904,4.63244,N1,Lumen
28.4595,45.0629,N0,Wall
28.4595,7.71137,N1,Wall
28.4595,44.9623,N0,Lumen
28.4595,4.64975,N1,Lumen
28.5284,45.4792,N0,Wall
28.5284,7.74866,N1,Wall
28.5284,45.3775,N0,Lumen
28.5284,4.66708,N1,Lumen
28.5971,45.8981,N0,Wall
28.5971,7.78601,N1,Wall
28.5971,45.7952,N0,Lumen
28.5971,4.68442,N1,Lumen
28.6655,46.3195,N0,Wall
28.6655,7.82342,N1,Wall
28.6655,46.2155,N0,Lumen
28.6655,4.70177,N1,Lumen
28.7338,46.7435,N0,Wall
28.7338,7.86089,N1,Wall
28.7338,46.6383,N0,Lumen
28.7338,4.71913,N1,Lumen
28.8018,47.1701,N0,Wall
28.8018,7.89842,N1,Wall
28.8018,47.0637,N0,Lumen
28.8018,4.7365,N1,Lumen
28.8697,47.5993,N0,Wall
28.8697,7.93602,N1,Wall
28.8697,47.4917,N0,Lumen
28.8697,4.75389,N1,Lumen
28.9373,48.031,N0,Wall
28.9373,7.97368,N1,Wall
28.9373,47.9223,N0,Lumen
28.9373,4.77128,N1,Lumen
29.0048,48.4654,N0,Wall
29.0048,8.01139,N1,Wall
29.0048,48.3554,N0,Lumen
29.0048,4.78869,N1,Lumen
29.072,48.9023,N0,Wall
29.072,8.04917,N1,Wall
29.072,48.7912,N0,Lumen
29.072,4.80611,N1,Lumen
29.139,49.3419,N0,Wall
29.139,8.08701,N1,Wall
29.139,49.2296,N0,Lumen
29.139,4.82354,N1,Lumen
29.2059,49.7841,N0,Wall
29.2059,8.12492,N1,Wall
29.2059,49.6705,N0,Lumen
29.2059,4.84098,N1,Lumen
29.2725,50.229,N0,Wall
29.2725,8.16288,N1,Wall
29.2725,50.1141,N0,Lumen
29.2725,4.85843,N1,Lumen
29.3389,50.6765,N0,Wall
29.3389,8.2009,N1,Wall
29.3389,50.5604,N0,Lumen
29.3389,4.87589,N1,Lumen
29.4052,51.1266,N0,Wall
29.4052,8.23899,N1,Wall
29.4052,51.0092,N0,Lumen
29.4052,4.89336,N1,Lumen
29.4712,51.5794,N0,Wall
29.4712,8.27713,N1,Wall
29.4712,51.4608,N0,Lumen
29.4712,4.91085,N1,Lumen
29.5371,52.0348,N0,Wall
29.5371,8.31534,N1,Wall
29.5371,51.9149,N0,Lumen
29.5371,4.92834,N1,Lumen
29.6027,52.4929,N0,Wall
29.6027,8.35361,N1,Wall
29.6027,52.3718,N0,Lumen
29.6027,4.94585,N1,Lumen
29.6682,52.9537,N0,Wall
29.6682,8.39193,N1,Wall
29.6682,52.8313,N0,Lumen
29.6682,4.96336,N1,Lumen
29.7335,53.4172,N0,Wall
29.7335,8.43032,N1,Wall
29.7335,53.2934,N0,Lumen
29.7335,4.98089,N1,Lumen
29.7986,53.8833,N0,Wall
29.7986,8.46877,N1,Wall
29.7986,53.7583,N0,Lumen
29.7986,4.99843,N1,Lumen
29.8635,54.3522,N0,Wall
29.8635,8.50727,N1,Wall
29.8635,54.2259,N0,Lumen
29.8635,5.01598,N1,Lumen
29.9282,54.8238,N0,Wall
29.9282,8.54584,N1,Wall
29.9282,54.6961,N0,Lumen
29.9282,5.03354,N1,Lumen
29.9927,55.2981,N0,Wall
29.9927,8.58447,N1,Wall
29.9927,55.1691,N0,Lumen
29.9927,5.05111,N1,Lumen
30.0571,55.7751,N0,Wall
30.0571,8.62316,N1,Wall
30.0571,55.6448,N0,Lumen
30.0571,5.06869,N1,Lumen
30.1212,56.2549,N0,Wall
30.1212,8.6619,N1,Wall
30.1212,56.1232,N0,Lumen
30.1212,5.08628,N1,Lumen
30.1852,56.7374,N0,Wall
30.1852,8.70071,N1,Wall
30.1852,56.6043,N0,Lumen
30.1852,5.10389,N1,Lumen
30.249,57.2226,N0,Wall
30.249,8.73958,N1,Wall
30.249,57.0882,N0,Lumen
30.249,5.1215,N1,Lumen
30.3126,57.7106,N0,Wall
30.3126,8.7785,N1,Wall
30.3126,57.5748,N0,Lumen
30.3126,5.13912,N1,Lumen
30.3761,58.2014,N0,Wall
30.3761,8.81749,N1,Wall
30.3761,58.0642,N0,Lumen
30.3761,5.15676,N1,Lumen
30.4393,58.6949,N0,Wall
30.4393,8.85653,N1,Wall
30.4393,58.5563,N0,Lumen
30.4393,5.1744,N1,Lumen
30.5024,59.1912,N0,Wall
30.5024,8.89563,N1,Wall
30.5024,59.0512,N0,Lumen
30.5024,5.19206,N1,Lumen
30.5653,59.6903,N0,Wall
30.5653,8.9348,N1,Wall
30.5653,59.5489,N0,Lumen
30.5653,5.20973,N1,Lumen
30.628,60.1922,N0,Wall
30.628,8.97402,N1,Wall
30.628,60.0494,N0,Lumen
30.628,5.2274,N1,Lumen
30.6906,60.6969,N0,Wall
30.6906,9.0133,N1,Wall
30.6906,60.5526,N0,Lumen
30.6906,5.24509,N1,Lumen
30.753,61.2044,N0,Wall
30.753,9.05264,N1,Wall
30.753,61.0587,N0,Lumen
30.753,5.26279,N1,Lumen
30.8152,61.7147,N0,Wall
30.8152,9.09204,N1,Wall
30.8152,61.5676,N0,Lumen
30.8152,5.2805,N1,Lumen
30.8772,62.2279,N0,Wall
30.8772,9.1315,N1,Wall
30.8772,62.0793,N0,Lumen
30.8772,5.29822,N1,Lumen
30.9391,62.7439,N0,Wall
30.9391,9.17101,N1,Wall
30.9391,62.5938,N0,Lumen
30.9391,5.31595,N1,Lumen
31.0008,63.2627,N0,Wall
31.0008,9.21059,N1,Wall
31.0008,63.1111,N0,Lumen
31.0008,5.33368,N1,Lumen
31.0623,63.7844,N0,Wall
31.0623,9.25022,N1,Wall
31.0623,63.6313,N0,Lumen
31.0623,5.35143,N1,Lumen
31.1237,64.3089,N0,Wall
31.1237,9.28991,N1,Wall
31.1237,64.1544,N0,Lumen
31.1237,5.3692,N1,Lumen
31.1849,64.8363,N0,Wall
31.1849,9.32966,N1,Wall
31.1849,64.6803,N0,Lumen
31.1849,5.38697,N1,Lumen
31.2459,65.3666,N0,Wall
31.2459,9.36947,N1,Wall
31.2459,65.209,N0,Lumen
31.2459,5.40475,N1,Lumen
31.3067,65.8997,N0,Wall
31.3067,9.40934,N1,Wall
31.3067,65.7406,N0,Lumen
31.3067,5.42254,N1,Lumen
31.3674,66.4358,N0,Wall
31.3674,9.44926,N1,Wall
31.3674,66.2751,N0,Lumen
31.3674,5.44034,N1,Lumen
31.428,66.9747,N0,Wall
31.428,9.48924,N1,Wall
31.428,66.8125,N0,Lumen
31.428,5.45815,N1,Lumen
31.4883,67.5165,N0,Wall
31.4883,9.52928,N1,Wall
31.4883,67.3528,N0,Lumen
31.4883,5.47597,N1,Lumen
31.5485,68.0613,N0,Wall
31.5485,9.56938,N1,Wall
31.5485,67.896,N0,Lumen
31.5485,5.49381,N1,Lumen
31.6086,68.609,N0,Wall
31.6086,9.60954,N1,Wall
31.6086,68.4421,N0,Lumen
31.6086,5.51165,N1,Lumen
31.6685,69.1595,N0,Wall
31.6685,9.64975,N1,Wall
31.6685,68.9911,N0,Lumen
31.6685,5.5295,N1,Lumen
31.7282,69.7131,N0,Wall
31.7282,9.69002,N1,Wall
31.7282,69.543,N0,Lumen
31.7282,5.54736,N1,Lumen
31.7878,70.2696,N0,Wall
31.7878,9.73035,N1,Wall
31.7878,70.0979,N0,Lumen
31.7878,5.56524,N1,Lumen
31.8472,70.829,N0,Wall
31.8472,9.77073,N1,Wall
31.8472,70.6557,N0,Lumen
31.8472,5.58312,N1,Lumen
31.9064,71.3914,N0,Wall
31.9064,9.81118,N1,Wall
31.9064,71.2165,N0,Lumen
31.9064,5.60101,N1,Lumen
31.9655,71.9567,N0,Wall
31.9655,9.85168,N1,Wall
31.9655,71.7802,N0,Lumen
31.9655,5.61892,N1,Lumen
32.0245,72.525,N0,Wall
32.0245,9.89224,N1,Wall
32.0245,72.3469,N0,Lumen
32.0245,5.63683,N1,Lumen
32.0833,73.0964,N0,Wall
32.0833,9.93285,N1,Wall
32.0833,72.9165,N0,Lumen
32.0833,5.65475,N1,Lumen
32.1419,73.6706,N0,Wall
32.1419,9.97352,N1,Wall
32.1419,73.4892,N0,Lumen
32.1419,5.67269,N1,Lumen
32.2004,74.2479,N0,Wall
32.2004,10.0143,N1,Wall
32.2004,74.0648,N0,Lumen
32.2004,5.69063,N1,Lumen
32.2587,74.8282,N0,Wall
32.2587,10.055,N1,Wall
32.2587,74.6434,N0,Lumen
32.2587,5.70858,N1,Lumen
32.3169,75.4116,N0,Wall
32.3169,10.0959,N1,Wall
32.3169,75.225,N0,Lumen
32.3169,5.72654,N1,Lumen
32.3749,75.9979,N0,Wall
32.3749,10.1368,N1,Wall
32.3749,75.8097,N0,Lumen
32.3749,5.74452,N1,Lumen
32.4328,76.5872,N0,Wall
32.4328,10.1777,N1,Wall
32.4328,76.3973,N0,Lumen
32.4328,5.7625,N1,Lumen
32.4905,77.1796,N0,Wall
32.4905,10.2187,N1,Wall
32.4905,76.988,N0,Lumen
32.4905,5.78049,N1,Lumen
32.5481,77.7751,N0,Wall
32.5481,10.2598,N1,Wall
32.5481,77.5817,N0,Lumen
32.5481,5.79849,N1,Lumen
32.6055,78.3736,N0,Wall
32.6055,10.3009,N1,Wall
32.6055,78.1784,N0,Lumen
32.6055,5.81651,N1,Lumen
32.6628,78.9751,N0,Wall
32.6628,10.3421,N1,Wall
32.6628,78.7782,N0,Lumen
32.6628,5.83453,N1,Lumen
32.72,79.5798,N0,Wall
32.72,10.3834,N1,Wall
32.72,79.3811,N0,Lumen
32.72,5.85256,N1,Lumen
32.777,80.1874,N0,Wall
32.777,10.4247,N1,Wall
32.777,79.987,N0,Lumen
32.777,5.8706,N1,Lumen
32.8338,80.7982,N0,Wall
32.8338,10.466,N1,Wall
32.8338,80.596,N0,Lumen
32.8338,5.88865,N1,Lumen
32.8905,81.4121,N0,Wall
32.8905,10.5074,N1,Wall
32.8905,81.2081,N0,Lumen
32.8905,5.90672,N1,Lumen
32.9471,82.0291,N0,Wall
32.9471,10.5489,N1,Wall
32.9471,81.8232,N0,Lumen
32.9471,5.92479,N1,Lumen
33.0035,82.6491,N0,Wall
33.0035,10.5904,N1,Wall
33.0035,82.4415,N0,Lumen
33.0035,5.94287,N1,Lumen
33.0598,83.2723,N0,Wall
33.0598,10.632,N1,Wall
33.0598,83.0628,N0,Lumen
33.0598,5.96096,N1,Lumen
33.116,83.8986,N0,Wall
33.116,10.6736,N1,Wall
33.116,83.6873,N0,Lumen
33.116,5.97906,N1,Lumen
33.172,84.5281,N0,Wall
33.172,10.7153,N1,Wall
33.172,84.3149,N0,Lumen
33.172,5.99717,N1,Lumen
33.2278,85.1607,N0,Wall
33.2278,10.757,N1,Wall
33.2278,84.9456,N0,Lumen
33.2278,6.01529,N1,Lumen
33.2836,85.7964,N0,Wall
33.2836,10.7988,N1,Wall
33.2836,85.5795,N0,Lumen
33.2836,6.03341,N1,Lumen
33.3392,86.4353,N0,Wall
33.3392,10.8407,N1,Wall
33.3392,86.2165,N0,Lumen
33.3392,6.05155,N1,Lumen
33.3946,87.0773,N0,Wall
33.3946,10.8826,N1,Wall
33.3946,86.8566,N0,Lumen
33.3946,6.0697,N1,Lumen
33.4499,87.7225,N0,Wall
33.4499,10.9245,N1,Wall
33.4499,87.4999,N0,Lumen
33.4499,6.08786,N1,Lumen
33.5051,88.3709,N0,Wall
33.5051,10.9666,N1,Wall
33.5051,88.1464,N0,Lumen
33.5051,6.10602,N1,Lumen
33.5601,89.0224,N0,Wall
33.5601,11.0086,N1,Wall
33.5601,88.796,N0,Lumen
33.5601,6.1242,N1,Lumen
33.6151,89.6772,N0,Wall
33.6151,11.0508,N1,Wall
33.6151,89.4489,N0,Lumen
33.6151,6.14239,N1,Lumen
33.6698,90.3352,N0,Wall
33.6698,11.0929,N1,Wall
33.6698,90.1049,N0,Lumen
33.6698,6.16058,N1,Lumen
33.7245,90.9963,N0,Wall
33.7245,11.1352,N1,Wall
33.7245,90.7641,N0,Lumen
33.7245,6.17879,N1,Lumen
33.779,91.6607,N0,Wall
33.779,11.1775,N1,Wall
33.779,91.4265,N0,Lumen
33.779,6.197,N1,Lumen
33.8334,92.3283,N0,Wall
33.8334,11.2198,N1,Wall
33.8334,92.0921,N0,Lumen
33.8334,6.21523,N1,Lumen
33.8876,92.9991,N0,Wall
33.8876,11.2622,N1,Wall
33.8876,92.761,N0,Lumen
33.8876,6.23346,N1,Lumen
33.9417,93.6732,N0,Wall
33.9417,11.3047,N1,Wall
33.9417,93.4331,N0,Lumen
33.9417,6.2517,N1,Lumen
33.9957,94.3505,N0,Wall
33.9957,11.3472,N1,Wall
33.9957,94.1084,N0,Lumen
33.9957,6.26995,N1,Lumen
34.0496,95.0311,N0,Wall
34.0496,11.3898,N1,Wall
34.0496,94.7869,N0,Lumen
34.0496,6.28821,N1,Lumen
34.1033,95.7149,N0,Wall
34.1033,11.4324,N1,Wall
34.1033,95.4687,N0,Lumen
34.1033,6.30648,N1,Lumen
34.1569,96.4021,N0,Wall
34.1569,11.4751,N1,Wall
34.1569,96.1538,N0,Lumen
34.1569,6.32476,N1,Lumen
34.2104,97.0924,N0,Wall
34.2104,11.5178,N1,Wall
34.2104,96.8421,N0,Lumen
34.2104,6.34305,N1,Lumen
34.2637,97.7861,N0,Wall
34.2637,11.5606,N1,Wall
34.2637,97.5337,N0,Lumen
34.2637,6.36135,N1,Lumen
34.3169,98.4831,N0,Wall
34.3169,11.6034,N1,Wall
34.3169,98.2286,N0,Lumen
34.3169,6.37966,N1,Lumen
34.37,99.1833,N0,Wall
34.37,11.6463,N1,Wall
34.37,98.9268,N0,Lumen
34.37,6.39798,N1,Lumen
34.423,99.8869,N0,Wall
34.423,11.6893,N1,Wall
34.423,99.6283,N0,Lumen
34.423,6.4163,N1,Lumen
34.4758,100.594,N0,Wall
34.4758,11.7323,N1,Wall
34.4758,100.333,N0,Lumen
34.4758,6.43464,N1,Lumen
34.5286,101.304,N0,Wall
34.5286,11.7753,N1,Wall
34.5286,101.041,N0,Lumen
34.5286,6.45298,N1,Lumen
34.5812,102.018,N0,Wall
34.5812,11.8184,N1,Wall
34.5812,101.753,N0,Lumen
34.5812,6.47134,N1,Lumen
34.6336,102.734,N0,Wall
34.6336,11.8616,N1,Wall
34.6336,102.467,N0,Lumen
34.6336,6.4897,N1,Lumen
34.686,103.455,N0,Wall
34.686,11.9048,N1,Wall
34.686,103.185,N0,Lumen
34.686,6.50807,N1,Lumen
34.7382,104.178,N0,Wall
34.7382,11.9481,N1,Wall
34.7382,103.907,N0,Lumen
34.7382,6.52645,N1,Lumen
34.7903,104.905,N0,Wall
34.7903,11.9914,N1,Wall
34.7903,104.632,N0,Lumen
34.7903,6.54484,N1,Lumen
34.8423,105.636,N0,Wall
34.8423,12.0348,N1,Wall
34.8423,105.36,N0,Lumen
34.8423,6.56324,N1,Lumen
34.8942,106.369,N0,Wall
34.8942,12.0782,N1,Wall
34.8942,106.091,N0,Lumen
34.8942,6.58165,N1,Lumen
34.9459,107.106,N0,Wall
34.9459,12.1217,N1,Wall
34.9459,106.826,N0,Lumen
34.9459,6.60007,N1,Lumen
34.9976,107.847,N0,Wall
34.9976,12.1652,N1,Wall
34.9976,107.564,N0,Lumen
34.9976,6.6185,N1,Lumen
35.0491,108.591,N0,Wall
35.0491,12.2088,N1,Wall
35.0491,108.306,N0,Lumen
35.0491,6.63693,N1,Lumen
35.1005,109.338,N0,Wall
35.1005,12.2525,N1,Wall
35.1005,109.051,N0,Lumen
35.1005,6.65538,N1,Lumen
35.1517,110.089,N0,Wall
35.1517,12.2962,N1,Wall
35.1517,109.8,N0,Lumen
35.1517,6.67383,N1,Lumen
35.2029,110.843,N0,Wall
35.2029,12.3399,N1,Wall
35.2029,110.551,N0,Lumen
35.2029,6.69229,N1,Lumen
35.2539,111.6,N0,Wall
35.2539,12.3837,N1,Wall
35.2539,111.307,N0,Lumen
35.2539,6.71076,N1,Lumen
35.3049,112.361,N0,Wall
35.3049,12.4276,N1,Wall
35.3049,112.065,N0,Lumen
35.3049,6.72924,N1,Lumen
35.3557,113.126,N0,Wall
35.3557,12.4715,N1,Wall
35.3557,112.828,N0,Lumen
35.3557,6.74773,N1,Lumen
35.4064,113.894,N0,Wall
35.4064,12.5154,N1,Wall
35.4064,113.593,N0,Lumen
35.4064,6.76623,N1,Lumen
35.457,114.665,N0,Wall
35.457,12.5595,N1,Wall
35.457,114.362,N0,Lumen
35.457,6.78474,N1,Lumen
35.5074,115.44,N0,Wall
35.5074,12.6035,N1,Wall
35.5074,115.135,N0,Lumen
35.5074,6.80326,N1,Lumen
35.5578,116.218,N0,Wall
35.5578,12.6476,N1,Wall
35.5578,115.911,N0,Lumen
35.5578,6.82178,N1,Lumen
35.608,117,N0,Wall
35.608,12.6918,N1,Wall
35.608,116.69,N0,Lumen
35.608,6.84031,N1,Lumen
35.6582,117.786,N0,Wall
35.6582,12.736,N1,Wall
35.6582,117.473,N0,Lumen
35.6582,6.85886,N1,Lumen
35.7082,118.574,N0,Wall
35.7082,12.7803,N1,Wall
35.7082,118.26,N0,Lumen
35.7082,6.87741,N1,Lumen
35.7581,119.367,N0,Wall
35.7581,12.8247,N1,Wall
35.7581,119.05,N0,Lumen
35.7581,6.89597,N1,Lumen
35.8079,120.163,N0,Wall
35.8079,12.869,N1,Wall
35.8079,119.843,N0,Lumen
35.8079,6.91454,N1,Lumen
35.8576,120.962,N0,Wall
35.8576,12.9135,N1,Wall
35.8576,120.64,N0,Lumen
35.8576,6.93312,N1,Lumen
35.9072,121.765,N0,Wall
35.9072,12.958,N1,Wall
35.9072,121.44,N0,Lumen
35.9072,6.9517,N1,Lumen
35.9566,122.571,N0,Wall
35.9566,13.0025,N1,Wall
35.9566,122.244,N0,Lumen
35.9566,6.9703,N1,Lumen
36.006,123.381,N0,Wall
36.006,13.0471,N1,Wall
36.006,123.052,N0,Lumen
36.006,6.9889,N1,Lumen
36.0552,124.195,N0,Wall
36.0552,13.0917,N1,Wall
36.0552,123.863,N0,Lumen
36.0552,7.00752,N1,Lumen
36.1044,125.012,N0,Wall
36.1044,13.1364,N1,Wall
36.1044,124.678,N0,Lumen
36.1044,7.02614,N1,Lumen
36.1534,125.833,N0,Wall
36.1534,13.1812,N1,Wall
36.1534,125.496,N0,Lumen
36.1534,7.04477,N1,Lumen
36.2024,126.657,N0,Wall
36.2024,13.226,N1,Wall
36.2024,126.318,N0,Lumen
36.2024,7.06341,N1,Lumen
36.2512,127.485,N0,Wall
36.2512,13.2708,N1,Wall
36.2512,127.143,N0,Lumen
36.2512,7.08205,N1,Lumen
36.2999,128.316,N0,Wall
36.2999,13.3157,N1,Wall
36.2999,127.972,N0,Lumen
36.2999,7.10071,N1,Lumen
36.3485,129.151,N0,Wall
36.3485,13.3607,N1,Wall
36.3485,128.805,N0,Lumen
36.3485,7.11938,N1,Lumen
36.397,129.99,N0,Wall
36.397,13.4057,N1,Wall
36.397,129.641,N0,Lumen
36.397,7.13805,N1,Lumen
36.4454,130.832,N0,Wall
36.4454,13.4508,N1,Wall
36.4454,130.48,N0,Lumen
36.4454,7.15673,N1,Lumen
36.4937,131.678,N0,Wall
36.4937,13.4959,N1,Wall
36.4937,131.324,N0,Lumen
36.4937,7.17542,N1,Lumen
36.5419,132.528,N0,Wall
36.5419,13.541,N1,Wall
36.5419,132.171,N0,Lumen
36.5419,7.19412,N1,Lumen
36.59,133.381,N0,Wall
36.59,13.5862,N1,Wall
36.59,133.021,N0,Lumen
36.59,7.21283,N1,Lumen
36.638,134.238,N0,Wall
36.638,13.6315,N1,Wall
36.638,133.876,N0,Lumen
36.638,7.23155,N1,Lumen
36.6859,135.099,N0,Wall
36.6859,13.6768,N1,Wall
36.6859,134.733,N0,Lumen
36.6859,7.25027,N1,Lumen
36.7337,135.963,N0,Wall
36.7337,13.7222,N1,Wall
36.7337,135.595,N0,Lumen
36.7337,7.269,N1,Lumen
36.7814,136.831,N0,Wall
36.7814,13.7676,N1,Wall
36.7814,136.46,N0,Lumen
36.7814,7.28775,N1,Lumen
36.829,137.702,N0,Wall
36.829,13.8131,N1,Wall
36.829,137.329,N0,Lumen
36.829,7.3065,N1,Lumen
36.8764,138.577,N0,Wall
36.8764,13.8586,N1,Wall
36.8764,138.202,N0,Lumen
36.8764,7.32525,N1,Lumen
36.9238,139.456,N0,Wall
36.9238,13.9042,N1,Wall
36.9238,139.078,N0,Lumen
36.9238,7.34402,N1,Lumen
36.9711,140.339,N0,Wall
36.9711,13.9498,N1,Wall
36.9711,139.958,N0,Lumen
36.9711,7.3628,N1,Lumen
37.0183,141.225,N0,Wall
37.0183,13.9955,N1,Wall
37.0183,140.842,N0,Lumen
37.0183,7.38158,N1,Lumen
37.0654,142.115,N0,Wall
37.0654,14.0412,N1,Wall
37.0654,141.729,N0,Lumen
37.0654,7.40037,N1,Lumen
37.1124,143.009,N0,Wall
37.1124,14.087,N1,Wall
37.1124,142.62,N0,Lumen
37.1124,7.41918,N1,Lumen
37.1593,143.907,N0,Wall
37.1593,14.1328,N1,Wall
37.1593,143.515,N0,Lumen
37.1593,7.43799,N1,Lumen
37.206,144.808,N0,Wall
37.206,14.1787,N1,Wall
37.206,144.413,N0,Lumen
37.206,7.4568,N1,Lumen
37.2527,145.713,N0,Wall
37.2527,14.2246,N1,Wall
37.2527,145.316,N0,Lumen
37.2527,7.47563,N1,Lumen
37.2993,146.622,N0,Wall
37.2993,14.2706,N1,Wall
37.2993,146.222,N0,Lumen
37.2993,7.49446,N1,Lumen
37.3458,147.535,N0,Wall
37.3458,14.3166,N1,Wall
37.3458,147.131,N0,Lumen
37.3458,7.51331,N1,Lumen
37.3922,148.451,N0,Wall
37.3922,14.3627,N1,Wall
37.3922,148.045,N0,Lumen
37.3922,7.53216,N1,Lumen
37.4386,149.371,N0,Wall
37.4386,14.4088,N1,Wall
37.4386,148.962,N0,Lumen
37.4386,7.55102,N1,Lumen
