time,size,population,location
181.779,1878.18,N1,Lumen
181.779,17.6514,AB,Lumen
182.067,2.06681,R,Wall
182.067,1419.14,N0,Wall
182.067,885.274,N1,Wall
182.067,0,AB,Wall
182.067,2.86511,R,Lumen
182.067,15.4991,N0,Lumen
182.067,1878.21,N1,Lumen
182.067,17.6513,AB,Lumen
182.359,2.0672,R,Wall
182.359,1416.32,N0,Wall
182.359,888.03,N1,Wall
182.359,0,AB,Wall
182.359,2.86508,R,Lumen
182.359,15.4873,N0,Lumen
182.359,1878.24,N1,Lumen
182.359,17.6511,AB,Lumen
182.654,2.0676,R,Wall
182.654,1413.48,N0,Wall
182.654,890.81,N1,Wall
182.654,0,AB,Wall
182.654,2.86505,R,Lumen
182.654,15.4759,N0,Lumen
182.654,1878.26,N1,Lumen
182.654,17.651,AB,Lumen
182.953,2.06799,R,Wall
182.953,1410.61,N0,Wall
182.953,893.615,N1,Wall
182.953,0,AB,Wall
182.953,2.86502,R,Lumen
182.953,15.4646,N0,Lumen
182.953,1878.29,N1,Lumen
182.953,17.6508,AB,Lumen
183.256,2.0684,R,Wall
183.256,1407.72,N0,Wall
183.256,896.446,N1,Wall
183.256,0,AB,Wall
183.256,2.86499,R,Lumen
183.256,15.4537,N0,Lumen
183.256,1878.31,N1,Lumen
183.256,17.6507,AB,Lumen
183.562,2.0688,R,Wall
183.562,1404.8,N0,Wall
183.562,899.304,N1,Wall
183.562,0,AB,Wall
183.562,2.86497,R,Lumen
183.562,15.443,N0,Lumen
183.562,1878.34,N1,Lumen
183.562,17.6506,AB,Lumen
183.872,2.06921,R,Wall
183.872,1401.85,N0,Wall
183.872,902.188,N1,Wall
183.872,0,AB,Wall
183.872,2.86494,R,Lumen
183.872,15.4326,N0,Lumen
183.872,1878.36,N1,Lumen
183.872,17.6504,AB,Lumen
184.186,2.06963,R,Wall
184.186,1398.87,N0,Wall
184.186,905.099,N1,Wall
184.186,0,AB,Wall
184.186,2.86491,R,Lumen
184.186,15.4225,N0,Lumen
184.186,1878.38,N1,Lumen
184.186,17.6503,AB,Lumen
184.505,2.07004,R,Wall
184.505,1395.87,N0,Wall
184.505,908.039,N1,Wall
184.505,0,AB,Wall
184.505,2.86489,R,Lumen
184.505,15.4126,N0,Lumen
184.505,1878.4,N1,Lumen
184.505,17.6502,AB,Lumen
184.827,2.07047,R,Wall
184.827,1392.84,N0,Wall
184.827,911.004,N1,Wall
184.827,0,AB,Wall
184.827,2.86487,R,Lumen
184.827,15.403,N0,Lumen
184.827,1878.43,N1,Lumen
184.827,17.6501,AB,Lumen
185.149,2.07089,R,Wall
185.149,1389.81,N0,Wall
185.149,913.962,N1,Wall
185.149,0,AB,Wall
185.149,2.86484,R,Lumen
185.149,15.3938,N0,Lumen
185.149,1878.45,N1,Lumen
185.149,17.6499,AB,Lumen
185.472,2.07131,R,Wall
185.472,1386.8,N0,Wall
185.472,916.912,N1,Wall
185.472,0,AB,Wall
185.472,2.86482,R,Lumen
185.472,15.3849,N0,Lumen
185.472,1878.47,N1,Lumen
185.472,17.6498,AB,Lumen
185.795,2.07173,R,Wall
185.795,1383.79,N0,Wall
185.795,919.854,N1,Wall
185.795,0,AB,Wall
185.795,2.8648,R,Lumen
185.795,15.3764,N0,Lumen
185.795,1878.49,N1,Lumen
185.795,17.6497,AB,Lumen
186.118,2.07215,R,Wall
186.118,1380.79,N0,Wall
186.118,922.787,N1,Wall
186.118,0,AB,Wall
186.118,2.86478,R,Lumen
186.118,15.3682,N0,Lumen
186.118,1878.5,N1,Lumen
186.118,17.6496,AB,Lumen
186.441,2.07257,R,Wall
186.441,1377.8,N0,Wall
186.441,925.71,N1,Wall
186.441,0,AB,Wall
186.441,2.86476,R,Lumen
186.441,15.3603,N0,Lumen
186.441,1878.52,N1,Lumen
186.441,17.6495,AB,Lumen
186.763,2.07298,R,Wall
186.763,1374.83,N0,Wall
186.763,928.623,N1,Wall
186.763,0,AB,Wall
186.763,2.86474,R,Lumen
186.763,15.3527,N0,Lumen
186.763,1878.54,N1,Lumen
186.763,17.6494,AB,Lumen
187.086,2.0734,R,Wall
187.086,1371.86,N0,Wall
187.086,931.525,N1,Wall
187.086,0,AB,Wall
187.086,2.86472,R,Lumen
187.086,15.3454,N0,Lumen
187.086,1878.56,N1,Lumen
187.086,17.6493,AB,Lumen
187.409,2.07381,R,Wall
187.409,1368.9,N0,Wall
187.409,934.418,N1,Wall
187.409,0,AB,Wall
187.409,2.8647,R,Lumen
187.409,15.3385,N0,Lumen
187.409,1878.57,N1,Lumen
187.409,17.6492,AB,Lumen
187.732,2.07423,R,Wall
187.732,1365.95,N0,Wall
187.732,937.302,N1,Wall
187.732,0,AB,Wall
187.732,2.86469,R,Lumen
187.732,15.3317,N0,Lumen
187.732,1878.59,N1,Lumen
187.732,17.6491,AB,Lumen
188.055,2.07464,R,Wall
188.055,1363.01,N0,Wall
188.055,940.176,N1,Wall
188.055,0,AB,Wall
188.055,2.86467,R,Lumen
188.055,15.3253,N0,Lumen
188.055,1878.6,N1,Lumen
188.055,17.6491,AB,Lumen
188.378,2.07505,R,Wall
188.378,1360.08,N0,Wall
188.378,943.041,N1,Wall
188.378,0,AB,Wall
188.378,2.86466,R,Lumen
188.378,15.3191,N0,Lumen
188.378,1878.62,N1,Lumen
188.378,17.649,AB,Lumen
188.701,2.07546,R,Wall
188.701,1357.16,N0,Wall
188.701,945.897,N1,Wall
188.701,0,AB,Wall
188.701,2.86464,R,Lumen
188.701,15.3131,N0,Lumen
188.701,1878.63,N1,Lumen
188.701,17.6489,AB,Lumen
189.024,2.07587,R,Wall
189.024,1354.25,N0,Wall
189.024,948.744,N1,Wall
189.024,0,AB,Wall
189.024,2.86463,R,Lumen
189.024,15.3074,N0,Lumen
189.024,1878.64,N1,Lumen
189.024,17.6488,AB,Lumen
189.347,2.07628,R,Wall
189.347,1351.35,N0,Wall
189.347,951.582,N1,Wall
189.347,0,AB,Wall
189.347,2.86461,R,Lumen
189.347,15.3019,N0,Lumen
189.347,1878.65,N1,Lumen
189.347,17.6488,AB,Lumen
189.67,2.07668,R,Wall
189.67,1348.45,N0,Wall
189.67,954.412,N1,Wall
189.67,0,AB,Wall
189.67,2.8646,R,Lumen
189.67,15.2966,N0,Lumen
189.67,1878.67,N1,Lumen
189.67,17.6487,AB,Lumen
189.993,2.07709,R,Wall
189.993,1345.57,N0,Wall
189.993,957.233,N1,Wall
189.993,0,AB,Wall
189.993,2.86459,R,Lumen
189.993,15.2915,N0,Lumen
189.993,1878.68,N1,Lumen
189.993,17.6486,AB,Lumen
190.317,2.07749,R,Wall
190.317,1342.69,N0,Wall
190.317,960.046,N1,Wall
190.317,0,AB,Wall
190.317,2.86458,R,Lumen
190.317,15.2866,N0,Lumen
190.317,1878.69,N1,Lumen
190.317,17.6486,AB,Lumen
190.641,2.0779,R,Wall
190.641,1339.82,N0,Wall
190.641,962.851,N1,Wall
190.641,0,AB,Wall
190.641,2.86456,R,Lumen
190.641,15.2819,N0,Lumen
190.641,1878.7,N1,Lumen
190.641,17.6485,AB,Lumen
190.964,2.0783,R,Wall
190.964,1336.96,N0,Wall
190.964,965.647,N1,Wall
190.964,0,AB,Wall
190.964,2.86455,R,Lumen
190.964,15.2774,N0,Lumen
190.964,1878.71,N1,Lumen
190.964,17.6484,AB,Lumen
191.288,2.0787,R,Wall
191.288,1334.11,N0,Wall
191.288,968.436,N1,Wall
191.288,0,AB,Wall
191.288,2.86454,R,Lumen
191.288,15.273,N0,Lumen
191.288,1878.72,N1,Lumen
191.288,17.6484,AB,Lumen
191.613,2.0791,R,Wall
191.613,1331.27,N0,Wall
191.613,971.217,N1,Wall
191.613,0,AB,Wall
191.613,2.86453,R,Lumen
191.613,15.2689,N0,Lumen
191.613,1878.73,N1,Lumen
191.613,17.6483,AB,Lumen
191.937,2.0795,R,Wall
191.937,1328.43,N0,Wall
191.937,973.99,N1,Wall
191.937,0,AB,Wall
191.937,2.86452,R,Lumen
191.937,15.2649,N0,Lumen
191.937,1878.74,N1,Lumen
191.937,17.6483,AB,Lumen
192.261,2.0799,R,Wall
192.261,1325.6,N0,Wall
192.261,976.755,N1,Wall
192.261,0,AB,Wall
192.261,2.86451,R,Lumen
192.261,15.261,N0,Lumen
192.261,1878.75,N1,Lumen
192.261,17.6482,AB,Lumen
192.586,2.0803,R,Wall
192.586,1322.78,N0,Wall
192.586,979.513,N1,Wall
192.586,0,AB,Wall
192.586,2.8645,R,Lumen
192.586,15.2573,N0,Lumen
192.586,1878.75,N1,Lumen
192.586,17.6482,AB,Lumen
192.911,2.0807,R,Wall
192.911,1319.97,N0,Wall
192.911,982.264,N1,Wall
192.911,0,AB,Wall
192.911,2.86449,R,Lumen
192.911,15.2537,N0,Lumen
192.911,1878.76,N1,Lumen
192.911,17.6481,AB,Lumen
193.236,2.0811,R,Wall
193.236,1317.16,N0,Wall
193.236,985.007,N1,Wall
193.236,0,AB,Wall
193.236,2.86449,R,Lumen
193.236,15.2503,N0,Lumen
193.236,1878.77,N1,Lumen
193.236,17.6481,AB,Lumen
193.562,2.08149,R,Wall
193.562,1314.36,N0,Wall
193.562,987.743,N1,Wall
193.562,0,AB,Wall
193.562,2.86448,R,Lumen
193.562,15.247,N0,Lumen
193.562,1878.78,N1,Lumen
193.562,17.648,AB,Lumen
193.887,2.08189,R,Wall
193.887,1311.57,N0,Wall
193.887,990.471,N1,Wall
193.887,0,AB,Wall
193.887,2.86447,R,Lumen
193.887,15.2439,N0,Lumen
193.887,1878.78,N1,Lumen
193.887,17.648,AB,Lumen
194.213,2.08228,R,Wall
194.213,1308.79,N0,Wall
194.213,993.193,N1,Wall
194.213,0,AB,Wall
194.213,2.86446,R,Lumen
194.213,15.2408,N0,Lumen
194.213,1878.79,N1,Lumen
194.213,17.648,AB,Lumen
194.539,2.08268,R,Wall
194.539,1306.01,N0,Wall
194.539,995.907,N1,Wall
194.539,0,AB,Wall
194.539,2.86445,R,Lumen
194.539,15.2379,N0,Lumen
194.539,1878.8,N1,Lumen
194.539,17.6479,AB,Lumen
194.865,2.08307,R,Wall
194.865,1303.24,N0,Wall
194.865,998.614,N1,Wall
194.865,0,AB,Wall
194.865,2.86445,R,Lumen
194.865,15.2351,N0,Lumen
194.865,1878.8,N1,Lumen
194.865,17.6479,AB,Lumen
195.192,2.08346,R,Wall
195.192,1300.48,N0,Wall
195.192,1001.32,N1,Wall
195.192,0,AB,Wall
195.192,2.86444,R,Lumen
195.192,15.2324,N0,Lumen
195.192,1878.81,N1,Lumen
195.192,17.6479,AB,Lumen
195.519,2.08385,R,Wall
195.519,1297.72,N0,Wall
195.519,1004.01,N1,Wall
195.519,0,AB,Wall
195.519,2.86443,R,Lumen
195.519,15.2298,N0,Lumen
195.519,1878.82,N1,Lumen
195.519,17.6478,AB,Lumen
195.846,2.08424,R,Wall
195.846,1294.97,N0,Wall
195.846,1006.7,N1,Wall
195.846,0,AB,Wall
195.846,2.86443,R,Lumen
195.846,15.2273,N0,Lumen
195.846,1878.82,N1,Lumen
195.846,17.6478,AB,Lumen
196.174,2.08463,R,Wall
196.174,1292.23,N0,Wall
196.174,1009.38,N1,Wall
196.174,0,AB,Wall
196.174,2.86442,R,Lumen
196.174,15.2249,N0,Lumen
196.174,1878.83,N1,Lumen
196.174,17.6478,AB,Lumen
196.501,2.08502,R,Wall
196.501,1289.5,N0,Wall
196.501,1012.05,N1,Wall
196.501,0,AB,Wall
196.501,2.86442,R,Lumen
196.501,15.2226,N0,Lumen
196.501,1878.83,N1,Lumen
196.501,17.6477,AB,Lumen
196.83,2.08541,R,Wall
196.83,1286.77,N0,Wall
196.83,1014.72,N1,Wall
196.83,0,AB,Wall
196.83,2.86441,R,Lumen
196.83,15.2204,N0,Lumen
196.83,1878.84,N1,Lumen
196.83,17.6477,AB,Lumen
197.158,2.0858,R,Wall
197.158,1284.04,N0,Wall
197.158,1017.38,N1,Wall
197.158,0,AB,Wall
197.158,2.8644,R,Lumen
197.158,15.2182,N0,Lumen
197.158,1878.84,N1,Lumen
197.158,17.6477,AB,Lumen
197.487,2.08618,R,Wall
197.487,1281.33,N0,Wall
197.487,1020.03,N1,Wall
197.487,0,AB,Wall
197.487,2.8644,R,Lumen
197.487,15.2162,N0,Lumen
197.487,1878.85,N1,Lumen
197.487,17.6477,AB,Lumen
197.816,2.08657,R,Wall
197.816,1278.62,N0,Wall
197.816,1022.68,N1,Wall
197.816,0,AB,Wall
197.816,2.86439,R,Lumen
197.816,15.2142,N0,Lumen
197.816,1878.85,N1,Lumen
197.816,17.6476,AB,Lumen
198.145,2.08695,R,Wall
198.145,1275.92,N0,Wall
198.145,1025.32,N1,Wall
198.145,0,AB,Wall
198.145,2.86439,R,Lumen
198.145,15.2123,N0,Lumen
198.145,1878.86,N1,Lumen
198.145,17.6476,AB,Lumen
198.475,2.08734,R,Wall
198.475,1273.22,N0,Wall
198.475,1027.96,N1,Wall
198.475,0,AB,Wall
198.475,2.86439,R,Lumen
198.475,15.2105,N0,Lumen
198.475,1878.86,N1,Lumen
198.475,17.6476,AB,Lumen
198.805,2.08772,R,Wall
198.805,1270.53,N0,Wall
198.805,1030.58,N1,Wall
198.805,0,AB,Wall
198.805,2.86438,R,Lumen
198.805,15.2088,N0,Lumen
198.805,1878.86,N1,Lumen
198.805,17.6476,AB,Lumen
199.135,2.08811,R,Wall
199.135,1267.85,N0,Wall
199.135,1033.21,N1,Wall
199.135,0,AB,Wall
199.135,2.86438,R,Lumen
199.135,15.2071,N0,Lumen
199.135,1878.87,N1,Lumen
199.135,17.6475,AB,Lumen
199.465,2.08849,R,Wall
199.465,1265.17,N0,Wall
199.465,1035.82,N1,Wall
199.465,0,AB,Wall
199.465,2.86437,R,Lumen
199.465,15.2055,N0,Lumen
199.465,1878.87,N1,Lumen
199.465,17.6475,AB,Lumen
199.796,2.08887,R,Wall
199.796,1262.5,N0,Wall
199.796,1038.43,N1,Wall
199.796,0,AB,Wall
199.796,2.86437,R,Lumen
199.796,15.2039,N0,Lumen
199.796,1878.87,N1,Lumen
199.796,17.6475,AB,Lumen
200.128,2.08925,R,Wall
200.128,1259.83,N0,Wall
200.128,1041.04,N1,Wall
200.128,0,AB,Wall
200.128,2.86437,R,Lumen
200.128,15.2024,N0,Lumen
200.128,1878.88,N1,Lumen
200.128,17.6475,AB,Lumen
200.46,2.08963,R,Wall
200.46,1257.18,N0,Wall
200.46,1043.64,N1,Wall
200.46,0,AB,Wall
200.46,2.86436,R,Lumen
200.46,15.201,N0,Lumen
200.46,1878.88,N1,Lumen
200.46,17.6475,AB,Lumen
200.792,2.09001,R,Wall
200.792,1254.52,N0,Wall
200.792,1046.23,N1,Wall
200.792,0,AB,Wall
200.792,2.86436,R,Lumen
200.792,15.1996,N0,Lumen
200.792,1878.88,N1,Lumen
200.792,17.6474,AB,Lumen
201.124,2.09039,R,Wall
201.124,1251.88,N0,Wall
201.124,1048.81,N1,Wall
201.124,0,AB,Wall
201.124,2.86436,R,Lumen
201.124,15.1983,N0,Lumen
201.124,1878.89,N1,Lumen
201.124,17.6474,AB,Lumen
201.457,2.09077,R,Wall
201.457,1249.24,N0,Wall
201.457,1051.39,N1,Wall
201.457,0,AB,Wall
201.457,2.86435,R,Lumen
201.457,15.1971,N0,Lumen
201.457,1878.89,N1,Lumen
201.457,17.6474,AB,Lumen
201.79,2.09114,R,Wall
201.79,1246.6,N0,Wall
201.79,1053.97,N1,Wall
201.79,0,AB,Wall
201.79,2.86435,R,Lumen
201.79,15.1958,N0,Lumen
201.79,1878.89,N1,Lumen
201.79,17.6474,AB,Lumen
202.124,2.09152,R,Wall
202.124,1243.97,N0,Wall
202.124,1056.54,N1,Wall
202.124,0,AB,Wall
202.124,2.86435,R,Lumen
202.124,15.1947,N0,Lumen
202.124,1878.9,N1,Lumen
202.124,17.6474,AB,Lumen
202.458,2.0919,R,Wall
202.458,1241.35,N0,Wall
202.458,1059.1,N1,Wall
202.458,0,AB,Wall
202.458,2.86434,R,Lumen
202.458,15.1935,N0,Lumen
202.458,1878.9,N1,Lumen
202.458,17.6474,AB,Lumen
202.792,2.09227,R,Wall
202.792,1238.73,N0,Wall
202.792,1061.66,N1,Wall
202.792,0,AB,Wall
202.792,2.86434,R,Lumen
202.792,15.1925,N0,Lumen
202.792,1878.9,N1,Lumen
202.792,17.6473,AB,Lumen
203.127,2.09265,R,Wall
203.127,1236.12,N0,Wall
203.127,1064.21,N1,Wall
203.127,0,AB,Wall
203.127,2.86434,R,Lumen
203.127,15.1914,N0,Lumen
203.127,1878.9,N1,Lumen
203.127,17.6473,AB,Lumen
203.462,2.09302,R,Wall
203.462,1233.52,N0,Wall
203.462,1066.75,N1,Wall
203.462,0,AB,Wall
203.462,2.86434,R,Lumen
203.462,15.1904,N0,Lumen
203.462,1878.91,N1,Lumen
203.462,17.6473,AB,Lumen
203.797,2.09339,R,Wall
203.797,1230.92,N0,Wall
203.797,1069.29,N1,Wall
203.797,0,AB,Wall
203.797,2.86433,R,Lumen
203.797,15.1895,N0,Lumen
203.797,1878.91,N1,Lumen
203.797,17.6473,AB,Lumen
204.133,2.09377,R,Wall
204.133,1228.32,N0,Wall
204.133,1071.83,N1,Wall
204.133,0,AB,Wall
204.133,2.86433,R,Lumen
204.133,15.1886,N0,Lumen
204.133,1878.91,N1,Lumen
204.133,17.6473,AB,Lumen
204.47,2.09414,R,Wall
204.47,1225.73,N0,Wall
204.47,1074.36,N1,Wall
204.47,0,AB,Wall
204.47,2.86433,R,Lumen
204.47,15.1877,N0,Lumen
204.47,1878.91,N1,Lumen
204.47,17.6473,AB,Lumen
204.806,2.09451,R,Wall
204.806,1223.15,N0,Wall
204.806,1076.88,N1,Wall
204.806,0,AB,Wall
204.806,2.86433,R,Lumen
204.806,15.1868,N0,Lumen
204.806,1878.91,N1,Lumen
204.806,17.6473,AB,Lumen
205.143,2.09488,R,Wall
205.143,1220.58,N0,Wall
205.143,1079.4,N1,Wall
205.143,0,AB,Wall
205.143,2.86432,R,Lumen
205.143,15.186,N0,Lumen
205.143,1878.92,N1,Lumen
205.143,17.6473,AB,Lumen
205.481,2.09525,R,Wall
205.481,1218,N0,Wall
205.481,1081.91,N1,Wall
205.481,0,AB,Wall
205.481,2.86432,R,Lumen
205.481,15.1852,N0,Lumen
205.481,1878.92,N1,Lumen
205.481,17.6473,AB,Lumen
205.819,2.09562,R,Wall
205.819,1215.44,N0,Wall
205.819,1084.42,N1,Wall
205.819,0,AB,Wall
205.819,2.86432,R,Lumen
205.819,15.1845,N0,Lumen
205.819,1878.92,N1,Lumen
205.819,17.6472,AB,Lumen
206.157,2.09599,R,Wall
206.157,1212.88,N0,Wall
206.157,1086.92,N1,Wall
206.157,0,AB,Wall
206.157,2.86432,R,Lumen
206.157,15.1838,N0,Lumen
206.157,1878.92,N1,Lumen
206.157,17.6472,AB,Lumen
206.496,2.09636,R,Wall
206.496,1210.33,N0,Wall
206.496,1089.41,N1,Wall
206.496,0,AB,Wall
206.496,2.86432,R,Lumen
206.496,15.1831,N0,Lumen
206.496,1878.92,N1,Lumen
206.496,17.6472,AB,Lumen
206.836,2.09672,R,Wall
206.836,1207.78,N0,Wall
206.836,1091.9,N1,Wall
206.836,0,AB,Wall
206.836,2.86432,R,Lumen
206.836,15.1824,N0,Lumen
206.836,1878.92,N1,Lumen
206.836,17.6472,AB,Lumen
207.175,2.09709,R,Wall
207.175,1205.23,N0,Wall
207.175,1094.39,N1,Wall
207.175,0,AB,Wall
207.175,2.86431,R,Lumen
207.175,15.1818,N0,Lumen
207.175,1878.92,N1,Lumen
207.175,17.6472,AB,Lumen
207.515,2.09746,R,Wall
207.515,1202.7,N0,Wall
207.515,1096.87,N1,Wall
207.515,0,AB,Wall
207.515,2.86431,R,Lumen
207.515,15.1811,N0,Lumen
207.515,1878.93,N1,Lumen
207.515,17.6472,AB,Lumen
207.856,2.09782,R,Wall
207.856,1200.16,N0,Wall
207.856,1099.34,N1,Wall
207.856,0,AB,Wall
207.856,2.86431,R,Lumen
207.856,15.1806,N0,Lumen
207.856,1878.93,N1,Lumen
207.856,17.6472,AB,Lumen
208.197,2.09819,R,Wall
208.197,1197.64,N0,Wall
208.197,1101.81,N1,Wall
208.197,0,AB,Wall
208.197,2.86431,R,Lumen
208.197,15.18,N0,Lumen
208.197,1878.93,N1,Lumen
208.197,17.6472,AB,Lumen
208.538,2.09855,R,Wall
208.538,1195.12,N0,Wall
208.538,1104.27,N1,Wall
208.538,0,AB,Wall
208.538,2.86431,R,Lumen
208.538,15.1795,N0,Lumen
208.538,1878.93,N1,Lumen
208.538,17.6472,AB,Lumen
208.88,2.09891,R,Wall
208.88,1192.6,N0,Wall
208.88,1106.73,N1,Wall
208.88,0,AB,Wall
208.88,2.86431,R,Lumen
208.88,15.1789,N0,Lumen
208.88,1878.93,N1,Lumen
208.88,17.6472,AB,Lumen
209.223,2.09928,R,Wall
209.223,1190.09,N0,Wall
209.223,1109.18,N1,Wall
209.223,0,AB,Wall
209.223,2.86431,R,Lumen
209.223,15.1784,N0,Lumen
209.223,1878.93,N1,Lumen
209.223,17.6472,AB,Lumen
209.565,2.09964,R,Wall
209.565,1187.58,N0,Wall
209.565,1111.63,N1,Wall
209.565,0,AB,Wall
209.565,2.8643,R,Lumen
209.565,15.178,N0,Lumen
209.565,1878.93,N1,Lumen
209.565,17.6472,AB,Lumen
209.909,2.1,R,Wall
209.909,1185.08,N0,Wall
209.909,1114.07,N1,Wall
209.909,0,AB,Wall
209.909,2.8643,R,Lumen
209.909,15.1775,N0,Lumen
209.909,1878.93,N1,Lumen
209.909,17.6472,AB,Lumen
210.252,2.10036,R,Wall
210.252,1182.59,N0,Wall
210.252,1116.51,N1,Wall
210.252,0,AB,Wall
210.252,2.8643,R,Lumen
210.252,15.1771,N0,Lumen
210.252,1878.94,N1,Lumen
210.252,17.6471,AB,Lumen
210.596,2.10072,R,Wall
210.596,1180.1,N0,Wall
210.596,1118.94,N1,Wall
210.596,0,AB,Wall
210.596,2.8643,R,Lumen
210.596,15.1766,N0,Lumen
210.596,1878.94,N1,Lumen
210.596,17.6471,AB,Lumen
210.941,2.10108,R,Wall
210.941,1177.62,N0,Wall
210.941,1121.37,N1,Wall
210.941,0,AB,Wall
210.941,2.8643,R,Lumen
210.941,15.1762,N0,Lumen
210.941,1878.94,N1,Lumen
210.941,17.6471,AB,Lumen
211.286,2.10144,R,Wall
211.286,1175.14,N0,Wall
211.286,1123.79,N1,Wall
211.286,0,AB,Wall
211.286,2.8643,R,Lumen
211.286,15.1758,N0,Lumen
211.286,1878.94,N1,Lumen
211.286,17.6471,AB,Lumen
211.632,2.1018,R,Wall
211.632,1172.66,N0,Wall
211.632,1126.21,N1,Wall
211.632,0,AB,Wall
211.632,2.8643,R,Lumen
211.632,15.1755,N0,Lumen
211.632,1878.94,N1,Lumen
211.632,17.6471,AB,Lumen
211.978,2.10216,R,Wall
211.978,1170.2,N0,Wall
211.978,1128.62,N1,Wall
211.978,0,AB,Wall
211.978,2.8643,R,Lumen
211.978,15.1751,N0,Lumen
211.978,1878.94,N1,Lumen
211.978,17.6471,AB,Lumen
212.324,2.10251,R,Wall
212.324,1167.73,N0,Wall
212.324,1131.02,N1,Wall
212.324,0,AB,Wall
212.324,2.8643,R,Lumen
212.324,15.1748,N0,Lumen
212.324,1878.94,N1,Lumen
212.324,17.6471,AB,Lumen
212.671,2.10287,R,Wall
212.671,1165.27,N0,Wall
212.671,1133.42,N1,Wall
212.671,0,AB,Wall
212.671,2.8643,R,Lumen
212.671,15.1744,N0,Lumen
212.671,1878.94,N1,Lumen
212.671,17.6471,AB,Lumen
213.019,2.10323,R,Wall
213.019,1162.82,N0,Wall
213.019,1135.82,N1,Wall
213.019,0,AB,Wall
213.019,2.86429,R,Lumen
213.019,15.1741,N0,Lumen
213.019,1878.94,N1,Lumen
213.019,17.6471,AB,Lumen
213.367,2.10358,R,Wall
213.367,1160.37,N0,Wall
213.367,1138.21,N1,Wall
213.367,0,AB,Wall
213.367,2.86429,R,Lumen
213.367,15.1738,N0,Lumen
213.367,1878.94,N1,Lumen
213.367,17.6471,AB,Lumen
213.715,2.10394,R,Wall
213.715,1157.93,N0,Wall
213.715,1140.6,N1,Wall
213.715,0,AB,Wall
213.715,2.86429,R,Lumen
213.715,15.1735,N0,Lumen
213.715,1878.94,N1,Lumen
213.715,17.6471,AB,Lumen
214.064,2.10429,R,Wall
214.064,1155.49,N0,Wall
214.064,1142.98,N1,Wall
214.064,0,AB,Wall
214.064,2.86429,R,Lumen
214.064,15.1732,N0,Lumen
214.064,1878.94,N1,Lumen
214.064,17.6471,AB,Lumen
214.413,2.10464,R,Wall
214.413,1153.06,N0,Wall
214.413,1145.35,N1,Wall
214.413,0,AB,Wall
214.413,2.86429,R,Lumen
214.413,15.173,N0,Lumen
214.413,1878.94,N1,Lumen
214.413,17.6471,AB,Lumen
214.763,2.105,R,Wall
214.763,1150.64,N0,Wall
214.763,1147.72,N1,Wall
214.763,0,AB,Wall
214.763,2.86429,R,Lumen
214.763,15.1727,N0,Lumen
214.763,1878.95,N1,Lumen
214.763,17.6471,AB,Lumen
215.114,2.10535,R,Wall
215.114,1148.21,N0,Wall
215.114,1150.09,N1,Wall
215.114,0,AB,Wall
215.114,2.86429,R,Lumen
215.114,15.1725,N0,Lumen
215.114,1878.95,N1,Lumen
215.114,17.6471,AB,Lumen
215.464,2.1057,R,Wall
215.464,1145.8,N0,Wall
215.464,1152.45,N1,Wall
215.464,0,AB,Wall
215.464,2.86429,R,Lumen
215.464,15.1722,N0,Lumen
215.464,1878.95,N1,Lumen
215.464,17.6471,AB,Lumen
215.816,2.10605,R,Wall
215.816,1143.39,N0,Wall
215.816,1154.8,N1,Wall
215.816,0,AB,Wall
215.816,2.86429,R,Lumen
215.816,15.172,N0,Lumen
215.816,1878.95,N1,Lumen
215.816,17.6471,AB,Lumen
216.168,2.1064,R,Wall
216.168,1140.98,N0,Wall
216.168,1157.15,N1,Wall
216.168,0,AB,Wall
216.168,2.86429,R,Lumen
216.168,15.1718,N0,Lumen
216.168,1878.95,N1,Lumen
216.168,17.6471,AB,Lumen
216.52,2.10675,R,Wall
216.52,1138.58,N0,Wall
216.52,1159.5,N1,Wall
216.52,0,AB,Wall
216.52,2.86429,R,Lumen
216.52,15.1716,N0,Lumen
216.52,1878.95,N1,Lumen
216.52,17.6471,AB,Lumen
216.873,2.1071,R,Wall
216.873,1136.18,N0,Wall
216.873,1161.84,N1,Wall
216.873,0,AB,Wall
216.873,2.86429,R,Lumen
216.873,15.1714,N0,Lumen
216.873,1878.95,N1,Lumen
216.873,17.6471,AB,Lumen
217.226,2.10745,R,Wall
217.226,1133.79,N0,Wall
217.226,1164.18,N1,Wall
217.226,0,AB,Wall
217.226,2.86429,R,Lumen
217.226,15.1712,N0,Lumen
217.226,1878.95,N1,Lumen
217.226,17.6471,AB,Lumen
217.58,2.1078,R,Wall
217.58,1131.4,N0,Wall
217.58,1166.51,N1,Wall
217.58,0,AB,Wall
217.58,2.86429,R,Lumen
217.58,15.171,N0,Lumen
217.58,1878.95,N1,Lumen
217.58,17.6471,AB,Lumen
217.934,2.10815,R,Wall
217.934,1129.02,N0,Wall
217.934,1168.83,N1,Wall
217.934,0,AB,Wall
217.934,2.86429,R,Lumen
217.934,15.1708,N0,Lumen
217.934,1878.95,N1,Lumen
217.934,17.6471,AB,Lumen
218.289,2.10849,R,Wall
218.289,1126.64,N0,Wall
218.289,1171.15,N1,Wall
218.289,0,AB,Wall
218.289,2.86429,R,Lumen
218.289,15.1707,N0,Lumen
218.289,1878.95,N1,Lumen
218.289,17.6471,AB,Lumen
218.645,2.10884,R,Wall
218.645,1124.27,N0,Wall
218.645,1173.47,N1,Wall
